categorie,nom,type,statut,adresse,ville,telephone,email,site_web,lien_fiche
secondaire,El Manara,Secondaire,Public,"24, Avenue Mongi Slim",Le Bardo,71 662 460 / 71 662 440,,,https://www.ecoles.com.tn/etablissements/secondaire/el-manara
secondaire,El Wouroud,Secondaire,Public,54 Avenue 3 Août,Tunis,71390456,,,https://www.ecoles.com.tn/etablissements/secondaire/el-wouroud
secondaire,Elite,Secondaire,Privé,Rue Kortoba Cité Andalous derrière carrefour,Mahdia,+216 97 27 73 72,elite.mahdia@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/elite-0
secondaire,Elite,Secondaire,Privé,sousse,Akouda,zambovitch@hotmail.fr,,,https://www.ecoles.com.tn/etablissements/secondaire/elite
secondaire,Elite Private High School,Secondaire,Privé,"Résidence ""Al Ali"" Cité El Woroud 1",Sidi Bouzid,+216 98 50 01 95,,,https://www.ecoles.com.tn/etablissements/secondaire/elite-private-high-school
secondaire,EMS-school,Secondaire,Privé,"3 Rue Socrate les Berges du lac, La Goulette",Tunis,+216 98 190 341,contact@ems-school.tn,http://ems-school.tn,https://www.ecoles.com.tn/etablissements/secondaire/ems-school
secondaire,Ennajda,Secondaire,Public,36 Avenue madrid,Tunis,71258625,,,https://www.ecoles.com.tn/etablissements/secondaire/ennajda
secondaire,Errached,Secondaire,Public,Bd 20 Mars Bab Saadoun,Tunis,71563098,,,https://www.ecoles.com.tn/etablissements/secondaire/errached
secondaire,Errouki,Secondaire,Public,rue Tahar Ben Achour,Korba,72384377,,,https://www.ecoles.com.tn/etablissements/secondaire/errouki
secondaire,ETABLISSEMENT LA REPUBLIQUE,Secondaire,Privé,02 rue IBN AL MOUKAFAA,Ariana,+216 71 70 11 00 / 31 14 16 33,contact@etablissement-la-republique.com,http://www.etablissement-la-republique.com/,https://www.ecoles.com.tn/etablissements/secondaire/etablissement-la-republique
secondaire,Etoile Sports School,Secondaire,Privé,Complexe Sportif de l'Etoile Sportive du Sahel Rue Kalâa Seghira,Sousse,+216  24 20 87 08,contact@esschool.tn,https://esschool.tn/,https://www.ecoles.com.tn/etablissements/secondaire/etoile-sports-school
secondaire,Excel High School,Secondaire,Privé,Rue de Tunis Meliene Radès,Ben Arous,+216 28 42 28 08,,,https://www.ecoles.com.tn/etablissements/secondaire/excel-high-school
secondaire,Excellence School,Secondaire,Privé,"Près de la pharmacie de nuit, Mourouj 6",Ben Arous,+216 27 05 80 86 / 21 02 92 52,,,https://www.ecoles.com.tn/etablissements/secondaire/excellence-school-0
secondaire,Groupe Elites Education,Secondaire,Privé,"N°1 Avenue Narjess, Jardins d'el Menzah 2",Tunis,+ 216 28 280 281  / 22 874 817,Contact@geetunis.com,https://wa.me/+21628280281,https://www.ecoles.com.tn/etablissements/secondaire/groupe-elites-education
secondaire,Gustave Flaubert,Secondaire,Privé,16 Rue Othman El Kaak,La Marsa,71 740 940/ 31 355 600,,http://erlm.tn,https://www.ecoles.com.tn/etablissements/secondaire/gustave-flaubert
secondaire,Ibn Arafa,Secondaire,Public,"2 RUE 1ER JUIN ,Megrine",Ben Arous,71428500,,,https://www.ecoles.com.tn/etablissements/secondaire/ibn-arafa
secondaire,Ibn Rochd,Secondaire,Public,3 Rue Al Qudissia,Manouba,71609380,,,https://www.ecoles.com.tn/etablissements/secondaire/ibn-rochd
secondaire,Institution Triki,Secondaire,Privé,Rue El Massaoudi,Ariana,+216 20 76 03 63,trikisamia752@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/institution-triki
secondaire,ISC (International School of Carthage),Secondaire,Privé,"Les Jardins de Carthage, Ain Zaghouan",Tunis,+216 71 77 77 22,contact@iscarthage.com,http://www.iscarthage.com/,https://www.ecoles.com.tn/etablissements/secondaire/isc-international-school-carthage
secondaire,Istituto Scolastico Italiano G B Hodierna,Secondaire,Public,"103,avenue Tahar Ben Ammar - 1013 Menzah 9",La Soukra,71873277,segretetia@institutoscolasticoitaliano.com,http://www.istitutoscolasticoitaliano.com/,https://www.ecoles.com.tn/etablissements/secondaire/istituto-scolastico-italiano-g-b-hodierna
secondaire,Khaldounia Lycée Privé,Secondaire,Privé,"26 Bis Rue de l'Inde, Belvedere",El Menzah,+216 71 83 17 31 / 22 16 05 77,,,https://www.ecoles.com.tn/etablissements/secondaire/khaldounia-lycee-prive
secondaire,L'avenir,Secondaire,Privé,"171, Avenue Hassan Nourri",Bizerte,+216 93 906 726 / 52 106 679 / 50 123 789,contact@avenir-college.tn,http://www.avenir-college.tn,https://www.ecoles.com.tn/etablissements/secondaire/lavenir
secondaire,L'essor,Secondaire,Public,35 RUE LENINE  Republique,Tunis,71 25 95 84,,,https://www.ecoles.com.tn/etablissements/secondaire/lessor
secondaire,L'idéale,Secondaire,Privé,Rue Béchir Sfar,Nabeul,+216 98 74 94 16 / 72 23 16 60,elghazella@lycee-ideale.com,http://www.lycee-ideale.com/tous-actualites,https://www.ecoles.com.tn/etablissements/secondaire/lideale
secondaire,L'Idéale El Ghazala,Secondaire,Privé,El Ghazala,Ariana,+216 98 74 94 16,elghazella@lycee-ideale.com,http://www.lycee-ideale.com/,https://www.ecoles.com.tn/etablissements/secondaire/lideale-el-ghazala
secondaire,La Fontaine,Secondaire,Privé,manzah8,Ariana,,,,https://www.ecoles.com.tn/etablissements/secondaire/la-fontaine
secondaire,La Joconde,Secondaire,Privé,"rue Ibn Mandhour , Mourouj 1",Ben Arous,+216 71 36 52 56,contact@ecolelajoconde.tn,,https://www.ecoles.com.tn/etablissements/secondaire/la-joconde
secondaire,La Liberté,Secondaire,Public,CITE ERRAOUDHA,Sbikha,77365277,,,https://www.ecoles.com.tn/etablissements/secondaire/la-liberte
secondaire,La Liberté,Secondaire,Public,Cité Rimel,Tebourba,71530486,,,https://www.ecoles.com.tn/etablissements/secondaire/la-liberte-0
secondaire,Le Bahut School,Secondaire,Privé,6 Avenue Mohamed Ali Akid Cité Olympique,El Menzah,+216 29 39 16 52,,,https://www.ecoles.com.tn/etablissements/secondaire/le-bahut-school
secondaire,Le petit prince Sahloul,Secondaire,Privé,Av Mongi Grira Sahloul 3,Sousse,+216 98 40 25 95,mtr.nourimelki@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/le-petit-prince-sahloul
secondaire,Leader Collège et Lycée,Secondaire,Privé,Rue Massoudi Chotrana 3,La Soukra,+216 56 37 38 39,inscription@cplp-leaders.tn,,https://www.ecoles.com.tn/etablissements/secondaire/leader-college-et-lycee
secondaire,Les Maristes,Secondaire,Privé,"1, Rue Touhemi Nagra",Ariana,71811380,,,https://www.ecoles.com.tn/etablissements/secondaire/les-maristes
secondaire,Lycée 02 mars 1934 Sidi Bouzid,Secondaire,Public,Cité Agricole,Sidi Bouzid,+216 76 63 29 15,wjhbadr@hotmail.fr,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-02-mars-1934-sidi-bouzid
secondaire,Lycée 15 Novembre 1955,Secondaire,Public,Route El Ain,Sfax,+216 74 24 08 65,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-15-novembre-1955
secondaire,Lycée 18 janvier 1952 Jebeniana,Secondaire,Public,"Rue Moufida Bourguiba, Jebeniana",Sfax,+216 74 88 00 40,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-18-janvier-1952-jebeniana
secondaire,Lycée 2 Mars 1934 Bèja,Secondaire,Public,Rue la Liberté Goubellat,Béja,+216 78 58 51 01,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-2-mars-1934-beja
secondaire,Lycée 2 Mars 1934 la Goulette,Secondaire,Public,"Rue 2 Mars 1934, La Goulette 5",Tunis,+216 71 73 54 69,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-2-mars-1934-la-goulette
secondaire,Lycée 2 Mars 1934 Tabraka,Secondaire,Public,"El Houamdia, Tabarka",Jendouba,+216 78 67 03 74,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-2-mars-1934-tabraka
secondaire,Lycée 2 mars Dgueche,Secondaire,Public,"Le nouveau quartier, Route Tozeur, Dgueche",Tozeur,+216 76 42 02 90,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-2-mars-dgueche
secondaire,Lycée 20 mars 1956 Saida,Secondaire,Public,Saida,Sidi Bouzid,+216 76 67 01 50,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-20-mars-1956-saida
secondaire,Lycée 20 mars 1956 Sfax,Secondaire,Public,Rue Abou Bakr Esseddik,Sfax,+216 53 26 32 35,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-20-mars-1956-sfax
secondaire,Lycée 25 Juillet 1957 Sfax,Secondaire,Public,Route Tunis Km 4,Sfax,+216 74 23 20 17,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-25-juillet-1957-sfax
secondaire,Lycée 36,Secondaire,Public,Cité Olympique-Cité El Khadra,Tunis,+216 71 77 23 64 / 31 22 14 53,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-36
secondaire,Lycée 7 Avril 1943 Menzel Temime Nabeul,Secondaire,Public,"Rue 7 Avril 1943, Manzel Temime",Nabeul,+216 72 30 03 10,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-7-avril-1943-menzel-temime-nabeul
secondaire,Lycée 9 Avril 1938,Secondaire,Public,Avenue 9 Avril,Jendouba,+216 78 60 31 29,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-9-avril-1938
secondaire,Lycée 9 Avril 1938 Sfax,Secondaire,Public,Rue de l'Algerie,Sfax,+216 74 22 05 12,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-9-avril-1938-sfax
secondaire,Lycée Abou Al Hassen Al Lakhmi,Secondaire,Public,"Rue Soukra, Cité Al Habib",Sfax,+216 74 24 77 66,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-al-hassen-al-lakhmi
secondaire,Lycée Abou Ishak Jbeniani,Secondaire,Public,Route Al Louza,Sfax,+216 74 88 15 71,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-ishak-jbeniani
secondaire,Lycée Abou Kacem Chebbi,Secondaire,Public,Avenue 14 Janvier,Ariana,+216 71 54 74 02,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-kacem-chebbi-0
secondaire,Lycée Abou Kacem Chebbi,Secondaire,Public,Mornag,Ben Arous,+216 71 30 17 18,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-kacem-chebbi-1
secondaire,Lycée Abou Kacem Chebbi,Secondaire,Public,Route Teniour Km 8.5,Sfax,+216 74 84 60 89,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-kacem-chebbi
secondaire,Lycée Abou Kacem Chebbi Gafsa,Secondaire,Public,Cité les jeunnes,Gafsa,+216 76 22 49 85,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-kacem-chebbi-gafsa
secondaire,Lycée Abou Kacem Chebbi Ghardimaou,Secondaire,Public,Avenue Khmais Hajri,Jendouba,+216 78 66 13 87,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-kacem-chebbi-ghardimaou
secondaire,Lycée Abou Kacem Chebbi Mjez El Beb,Secondaire,Public,"Rue Gublatte, Mjez El Beb",Béja,+216 78 56 04 00,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-kacem-chebbi-mjez-el-beb
secondaire,Lycée Abou Kacem Chebbi Tozeur,Secondaire,Public,El Chebbeya,Tozeur,+216 76 45 34 22,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-abou-kacem-chebbi-tozeur
secondaire,Lycée Agareb,Secondaire,Public,"Rue Habib Bourguiba, Agareb",Sfax,+216  97 05 51 63 / 74 27 10 53,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-agareb
secondaire,Lycée Agareb 2,Secondaire,Public,"Saoualem, Agareb",Sfax,+216 74 64 41 00,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-agareb-2
secondaire,Lycée Ahd Al Jedid,Secondaire,Public,"Boulevard du 14 Janvier, Bouargoub",Nabeul,+216 72 20 51 06,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ahd-al-jedid
secondaire,Lycée Ahd Jadid,Secondaire,Public,Kabaria,Tunis,+216 71 37 48 54,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ahd-jadid
secondaire,Lycée Ahmed Snoussi Gafsa,Secondaire,Public,Rue Ahmed Snoussi,Gafsa,+216 76 22 46 59,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ahmed-snoussi-gafsa
secondaire,Lycée Aicha Bellagha,Secondaire,Public,Rue de Marseille,Tunis,+216 71 34 36 05,lrmt_tunis@hotmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-aicha-bellagha
secondaire,Lycée Ain Drahem,Secondaire,Public,Ain Drahem,Jendouba,+216 78 65 52 54,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ain-drahem
secondaire,Lycée Ain Mazouz Tabarka,Secondaire,Public,"Ain Mazzouz, Tabarka",Jendouba,+216 78 67 02 90,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ain-mazouz-tabarka
secondaire,Lycée Al Aahd Al Jadid,Secondaire,Public,"Skhira, Cité Touristique",Sfax,+216 74 29 53 22,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-aahd-al-jadid
secondaire,Lycée Al Ahd El Jadid,Secondaire,Public,Thibar,Béja,+216 78 47 50 08,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-ahd-el-jadid
secondaire,Lycée Al Ahd Jadid,Secondaire,Public,"Cité 2 Mars, Ettadhamen",Ariana Ville,+216 71 65 43 68,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-ahd-jadid
secondaire,Lycée Al Aouina,Secondaire,Public,"Rue Ali Belhaouene, Aouina",Tunis,+216 70 73 71 26,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-aouina
secondaire,Lycée Al Emtyez Tozeur,Secondaire,Public,Cité Al Izdihar,Tozeur,+216 76 46 02 11,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-emtyez-tozeur
secondaire,Lycée Al Ghriba,Secondaire,Public,Al Ghriba,Sfax,+216 74 28 36 10,ly714501@edunet.tn,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-ghriba
secondaire,Lycée Al Haouaria,Secondaire,Public,"Rue La Plage, Al Haouaria",Nabeul,+216 72 29 70 41,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-haouaria
secondaire,Lycée Al Khalij,Secondaire,Public,Route Sidi Mansour,Sfax,+216 74 872 661,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-khalij
secondaire,Lycée Al Mdhila,Secondaire,Public,"Cité El Nassim, Mdhila",Gafsa,+216 29 62 14 77,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-mdhila
secondaire,Lycée Al Mida,Secondaire,Public,"Rue Ibn Khaldoun, Al Mida",Nabeul,+216 72 21 72 37,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-al-mida
secondaire,Lycée Ali Belhouane Nabeul - LABN,Secondaire,Public,Avenue Ali Belhouane,Nabeul,+216 72 23 02 85,lyceedjeune@hotmail.fr,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ali-belhouane-nabeul-labn
secondaire,Lycée Ali Belhwene Béja,Secondaire,Public,Rue Ali Belhwene,Béja,+216 78 45 44 28,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ali-belhwene-beja
secondaire,Lycée Ali Ben Khalifa,Secondaire,Public,Rue 2 mars Bir Ali Ben Khalifa,Sfax,+216 74 27 70 49,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ali-ben-khalifa
secondaire,Lycée Ali Bourguiba Mahres,Secondaire,Public,"Route 2 Mars 1934, Mahres",Sfax,+216 74 29 00 05,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ali-bourguiba-mahres
secondaire,Lycée Ali Douagi Marsa Saada,Secondaire,Public,"2 Rue Imrou El Kais, La Marsa",Tunis,+216 22 39 09 59,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ali-douagi-marsa-saada
secondaire,Lycée Aloui,Secondaire,Public,Rue Tahar El Haddad,Tunis,+216 71 25 34 08,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-aloui
secondaire,Lycée Aouled Hafouz,Secondaire,Public,"Route Sfax, Aouled Haffouz",Sidi Bouzid,+216 76 67 84 39,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-aouled-hafouz
secondaire,Lycée Avenue de L'Environnement,Secondaire,Public,"Avenue de L'ennvironnement, Bousalem",Jendouba,+216 78 63 84 20,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-avenue-de-lenvironnement
secondaire,Lycée Avicenne,Secondaire,Privé,Cité des Jardins,Sidi Bouzid,+216 98 25 26 95 / 92 35 00 31,lycee.avicenne.sb@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-avicenne
secondaire,Lycée Avicenne Gafsa,Secondaire,Public,Rue Irak,Gafsa,+216 76 20 09 59,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-avicenne-gafsa
secondaire,Lycée Avicenne Kabbaria,Secondaire,Public,"Cité Avicenne, Kabbaria",Tunis,+216 75 49 06 22,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-avicenne-kabbaria
secondaire,Lycée Avicenne Sahloul,Secondaire,Privé,Près de service des mines,Sousse Jawhara,+216 73 82 11 20,,http://www.lyceeavicennesahloul.fr/,https://www.ecoles.com.tn/etablissements/secondaire/lycee-avicenne-sahloul
secondaire,Lycée Avicenne Sidi Bouzid,Secondaire,Public,Cité des Jardins,Sidi Bouzid,+216 93 35 00 31,lycee.avicenne.sb@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-avicenne-sidi-bouzid
secondaire,Lycée Bab El Khadhra,Secondaire,Public,Rue Bechir Sfar,Tunis,+216 71 78 48 08,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-bab-el-khadhra
secondaire,Lycée Bardo,Secondaire,Public,Bardo,Tunis,+216 71 51 02 07,,http://lycee-bardo.skyrock.com/,https://www.ecoles.com.tn/etablissements/secondaire/lycee-bardo
secondaire,Lycée Bechir Nabhani,Secondaire,Public,"Rue Bechir Nabhani, Hammam Lif",Ben Arous,+216 71 43 74 75,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-bechir-nabhani
secondaire,Lycée Béchir Sfar Amdoun,Secondaire,Public,Amdoun,Béja,+216 78 46 90 43,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-bechir-sfar-amdoun
secondaire,Lycée Belkhir,Secondaire,Public,"Route de Gabès, Belkhir",Gafsa,+216 76 29 72 37,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-belkhir
secondaire,Lycée Ben Arous,Secondaire,Public,Avenue Farhat Hachad,Ben Arous,+216 71 38 26 60,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-ben-arous
secondaire,Lycée Bir Lahfi,Secondaire,Public,Route Gafsa,Sidi Bouzid,+216 76 67 74 41,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-bir-lahfi
secondaire,Lycée Blerijia,Secondaire,Public,Boulerijia,Jendouba,+216 78 62 93 33,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-blerijia
secondaire,Lycée Borj Cedria,Secondaire,Public,"Rue les jeunes, Borj Cedria",Ben Arous,+216 71 43 07 22,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-borj-cedria
secondaire,Lycée Borj Louzir,Secondaire,Public,"Cité Hédi Nouira, Borj Louzir",Ariana Ville,+216 71 69 58 33,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-borj-louzir
secondaire,Lycée Bousalem,Secondaire,Public,"Rue Habib Bourguiba, Bousalem",Jendouba,+216 78 63 95 48,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-bousalem
secondaire,Lycée Carthage Byrsa,Secondaire,Privé,"17, Avenue du 2 Mars",Carthage,+216 71 27 76 46 / 27 27 76 46,lyceepriveebyrsa@planet.tn,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-carthage-byrsa
secondaire,Lycée Carthage Dermech,Secondaire,Public,"Rue Taieb M'hiri, Carthage",Tunis,+216 71 73 13 18,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-carthage-dermech
secondaire,Lycée Carthage Hannibal,Secondaire,Public,Carthage,Tunis,+216 26 56 15 97 / 71 73 18 40,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-carthage-hannibal
secondaire,Lycée Carthage Présidence,Secondaire,Public,"Rue Habib Bourguiba, Carthage",Tunis,+216 71 77 45 84,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-carthage-presidence
secondaire,Lycée Chedli Khaznadar Teboursouk,Secondaire,Public,"Cité Ain Meska, Teboursouk",Béja,+216 53 64 43 96,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-chedli-khaznadar-teboursouk
secondaire,Lycée Cité Al Bosten-Chiwa,Secondaire,Public,"Rue Al Amine Chabi, Cité Al Bosten",Nabeul,+216 53 93 95 58,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-cite-al-bosten-chiwa
secondaire,Lycée Cité Ennasr,Secondaire,Public,"Cité Ennasr, Ariana",Ariana,+216 71 82 83 31,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-cite-ennasr
secondaire,Lycée Cité Errafaha,Secondaire,Public,"Cité Rafaha, Mnihla",Ariana,+216 71 55 73 01,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-cite-errafaha
secondaire,Lycée Cité Essourour,Secondaire,Public,"Rue Mohamed El Mokthar, Cité Essourour",Gafsa,+216 76 22 42 53,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-cite-essourour
secondaire,Lycée Cité Ibn Khaldoun,Secondaire,Public,Cité Ibn Khaldoun,Tunis,+216 71 92 41 61 / 98 26 71 09,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-cite-ibn-khaldoun
secondaire,Lycée Cité Salem - Bou Mhel,Secondaire,Public,Rue Hassan Hosni Abdel Wahab Bou Mhel el-Bassatine,Ben Arous,+216 71 21 75 88,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-cite-salem-bou-mhel
secondaire,Lycée Citée El Habib,Secondaire,Public,Cité El Habib,Sfax,+216 74 66 60 66,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-citee-el-habib
secondaire,Lycée Dar Chaabene Fehri,Secondaire,Public,"Avenue de la Liberté, Dar Chaâbane El Fehri",Nabeul,+216 72 36 38 59,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-dar-chaabene-fehri
secondaire,Lycée de Béni-Khiar,Secondaire,Public,Avenue des Nations Unies,Béni Khiar,+216 72 22 90 84,lyceebenikhiar@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-de-beni-khiar
secondaire,Lycée de Takelsa,Secondaire,Public,Bir Mroua,Takelsa,+216 72 39 60 15,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-de-takelsa
secondaire,Lycée des Arts El Omran,Secondaire,Public,El Omran,Tunis,+216 71 95 98 24,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-des-arts-el-omran
secondaire,Lycée El Amal Fouchana,Secondaire,Public,"Cité Ennozha, Fouchana",Ben Arous,+216 71 40 16 70,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-amal-fouchana
secondaire,Lycée El Amra,Secondaire,Public,"Rue 14 Janvier, El Amra",Sfax,+216 74 89 93 33,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-amra
secondaire,Lycée El Attarine,Secondaire,Public,"Avenue Al Attarine, Borj Baccouche",Ariana,+216 71 70 23 08 / 71 71 52 51,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-attarine
secondaire,Lycée El Bechir Khraief,Secondaire,Public,"Cité Ben Fardjallah, Nafta",Tozeur,+216 76 43 02 22,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-bechir-khraief
secondaire,Lycée El Emtiyez Sidi Hssine,Secondaire,Public,Route El Attar,Tunis,+216 71 59 06 50,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-emtiyez-sidi-hssine
secondaire,Lycée El Guettar,Secondaire,Public,Route de Gabes,Gafsa,+216 76 28 60 22,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-guettar
secondaire,Lycée El Hadika,Secondaire,Public,Cité Tahrir,Tunis,+216 71 51 05 71,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-hadika
secondaire,Lycée El Houssin Bouzaiene,Secondaire,Public,Route Cité Ennour,Gafsa,+216 76 22 02 30,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-houssin-bouzaiene
secondaire,Lycée El Khmir,Secondaire,Public,"Route Jendouba, Ain Drahem",Jendouba,+216 78 65 50 07,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-khmir
secondaire,Lycée El Regueb,Secondaire,Public,"Rue Farhat Hachad, El Regueb",Sidi Bouzid,+216 76 64 02 65,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-el-regueb
secondaire,Lycée Elmahassen,Secondaire,Public,Dguèche,Tozeur,+216 76 42 52 20,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-elmahassen
secondaire,Lycée Emtiyez,Secondaire,Public,"Avenue Habib Bourguiba, Oued Meliz",Jendouba,+216 78 69 03 05,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-emtiyez
secondaire,Lycée Emtiyez Sidi bouzid,Secondaire,Public,Cité Awled Chalabi,Sidi Bouzid,+216 96 80 21 69,hala_klod@yahoo.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-emtiyez-sidi-bouzid
secondaire,Lycée et Collège Esprit-Al Fikr,Secondaire,Privé,Z.I. Chotrana II B.P. 160، Pôle Technologique El Ghazela,Ariana,+216 70 25 00 70,Alfikr@esprit.tn,http://www.esprit-education.tn/college-et-lycee-al-fikr/,https://www.ecoles.com.tn/etablissements/secondaire/lycee-et-college-esprit-al-fikr
secondaire,Lycée et collège Pilote Privé Pythagore,Secondaire,Privé,Rue El Emir Faicel,Kairouan,+216 77 28 32 83,lyceepythagore19@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-et-college-pilote-prive-pythagore
secondaire,Lycée et collège privé Avicenne Kairouan,Secondaire,Privé,Rue des Nations Unies,Kairouan,+216 70 03 54 43 / 29 09 29 44,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-et-college-prive-avicenne-kairouan
secondaire,Lycée et Collège Privé Da Vinci School,Secondaire,Privé,"1, bis, Rue El Maarri",La Marsa,+216 28 19 88 38,d.vincischool@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-et-college-prive-da-vinci-school
secondaire,Lycée et Collège Privé EMS,Secondaire,Privé,3 Rue Socrates Berges du Lac 3 La Goulette,La Goulette,+216 71 18 22 05,emsschool2017@gmail.com,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-et-college-prive-ems
secondaire,Lycée et Collège Privé Habib Bourguiba,Secondaire,Privé,Avenue La Perle du Sahel Khezama Ouest,Sousse,+216  21 81 33 39,belavenirsousse@yahoo.fr,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-et-college-prive-habib-bourguiba
secondaire,Lycée et collège privé Ibn Rachik,Secondaire,Privé,"6 Rue Mehrzi , Beb Souika",Tunis,+216 71 56 19 94 / 97 58 79 19,,,https://www.ecoles.com.tn/etablissements/secondaire/lycee-et-college-prive-ibn-rachik
